freqs,W1,W2,W3
0.01,9.996,0.000908999100181801,0.00100035883384075
0.0101392540755882,9.9958878672057,0.000921742807708602,0.00100036889785294
0.0102804473209331,9.99577259230004,0.000934843833847746,0.00100037924414253
0.010423606739764,9.99565408731243,0.000948312195224696,0.00100038988062791
0.010568759711848,9.99553226181363,0.000962158189135162,0.00100040081544962
0.0107159339982267,9.99540702284729,0.000976392401402592,0.00100041205697666
0.0108651577465254,9.99527827485959,0.000991025714455228,0.00100042361381282
0.0110164594963366,9.99514591962694,0.00100606931562886,0.00100043549480335
0.0111698681846782,9.99500985618163,0.00102153470570156,0.00100044770904168
0.0113254131515281,9.99486998073552,0.00103743370766679,0.00100046026587642
0.0114831241454351,9.99472618660157,0.00105377847575164,0.00100047317491852
0.0116430313292088,9.99457836411317,0.00107058150468693,0.00100048644604863
0.011805165285688,9.99442640054134,0.00108785563923609,0.00100050008942467
0.0119695570235904,9.99427018000956,0.00110561408399031,0.00100051411548962
0.0121362379834424,9.99410958340629,0.00112387041343698,0.00100052853497955
0.0123052400435926,9.99394448829513,0.00114263858230931,0.00100054335893179
0.0124765955263087,9.99377476882237,0.00116193293622482,0.00100055859869347
0.012650337203959,9.99360029562215,0.00118176822262071,0.00100057426593014
0.0128264983052806,9.99342093571893,0.00120215960199439,0.00100059037263477
0.0130051125217341,9.99323655242731,0.00122312265945772,0.00100060693113694
0.0131862140139475,9.99304700524906,0.00124467341661338,0.00100062395411226
0.0133698374182495,9.99285214976737,0.00126682834376276,0.00100064145459212
0.0135560178532937,9.99265183753822,0.00128960437245412,0.00100065944597369
0.0137447909267754,9.99244591597865,0.00131301890838073,0.00100067794203018
0.0139361927422414,9.99223422825215,0.00133708984463858,0.00100069695692138
0.0141302599059953,9.99201661315075,0.00136183557535372,0.00100071650520457
0.0143270295340983,9.99179290497399,0.00138727500968927,0.00100073660184568
0.0145265392594678,9.99156293340454,0.00141342758624289,0.00100075726223074
0.014728827239075,9.99132652338045,0.00144031328784525,0.00100077850217769
0.0149339321612425,9.99108349496384,0.0014679526567708,0.00100080033794855
0.0151418932530435,9.99083366320615,0.00149636681037213,0.00100082278626187
0.0153527502878042,9.99057683800954,0.00152557745714963,0.00100084586430558
0.0155665435927106,9.99031282398471,0.00155560691326856,0.00100086958975016
0.0157833140565212,9.99004142030465,0.00158647811953585,0.00100089398076222
0.016003103137387,9.98976242055461,0.00161821465884922,0.00100091905601844
0.0162259528707809,9.98947561257787,0.00165084077413191,0.0010009448347199
0.0164519058775366,9.98918077831736,0.00168438138676608,0.00100097133660686
0.0166810053720006,9.98887769365299,0.00171886211553898,0.00100099858197384
0.0169132951702965,9.98856612823463,0.00175430929611572,0.00100102659168531
0.0171488196987054,9.98824584531045,0.00179075000105338,0.00100105538719161
0.0173876240021625,9.98791660155074,0.00182821206037117,0.00100108499054552
0.0176297537528721,9.98757814686694,0.00186672408269214,0.00100111542441912
0.0178752552590424,9.98723022422575,0.00190631547697197,0.00100114671212127
0.0181241754737424,9.98687256945832,0.00194701647483114,0.00100117887761549
0.0183765620038817,9.98650491106421,0.0019888581535069,0.00100121194553836
0.0186324631193156,9.98612697001017,0.00203187245944225,0.00100124594121851
0.0188919277620767,9.98573845952348,0.00207609223252921,0.00100128089069603
0.0191550055557353,9.98533908487977,0.00212155123102446,0.00100131682074253
0.0194217468148903,9.98492854318514,0.00216828415715571,0.00100135375888169
0.0196922025547917,9.98450652315249,0.00221632668343778,0.00100139173341047
0.0199664245010979,9.98407270487187,0.00226571547971772,0.00100143077342081
0.020244465099768,9.98362675957471,0.00231648824096902,0.00100147090882207
0.0205263775270925,9.9831683493918,0.00236868371585525,0.00100151217036401
0.0208122156998634,9.9826971271048,0.00242234173608434,0.00100155458966044
0.021102034285686,9.98221273589121,0.00247750324657482,0.00100159819921359
0.0213958887134342,9.98171480906257,0.00253421033645636,0.00100164303243908
0.0216938351838518,9.98120296979573,0.00259250627092732,0.00100168912369165
0.0219959306803007,9.98067683085707,0.00265243552399251,0.00100173650829165
0.0223022329796594,9.98013599431942,0.0027140438121052,0.00100178522255219
0.0226128006633728,9.97958005127154,0.00277737812873803,0.00100183530380717
0.0229276931286565,9.97900858152006,0.00284248677990779,0.00100188679043996
0.0232469705998565,9.97842115328349,0.00290941942068028,0.00100193972191304
0.0235706941399673,9.97781732287837,0.00297822709268145,0.00100199413879841
0.0238989256623105,9.97719663439714,0.00304896226264237,0.00100205008280881
0.024231727942376,9.97655861937767,0.0031216788620058,0.00100210759682995
0.0245691646298279,9.97590279646425,0.00319643232762309,0.00100216672495352
0.0249113002606779,9.97522867105978,0.00327327964357088,0.00100222751251125
0.0252582002696278,9.97453573496892,0.00335227938411766,0.00100229000610985
0.0256099310025846,9.97382346603217,0.00343349175787127,0.00100235425366699
0.0259665597293487,9.97309132775046,0.0035169786531391,0.00100242030444828
0.0263281546564802,9.97233876890014,0.00360280368453339,0.00100248820910531
0.0266947849403432,9.97156522313815,0.00369103224085525,0.00100255801971475
0.0270665207003324,9.97077010859716,0.00378173153429152,0.00100262978981863
0.0274434330322837,9.96995282747035,0.00387497065095956,0.00100270357446563
0.0278255940220712,9.96911276558574,0.00397082060283613,0.00100277943025368
0.0282130767593947,9.96824929196976,0.00406935438110714,0.00100285741537372
0.0286059553517574,9.96736175839984,0.00417064701097614,0.00100293758965466
